,0,1,2,3,4,5,6
12820,20900,2009,254000,1896,1,35,2
12821,89900,2015,107000,2000,1,48,2
12822,104900,2015,127000,1968,1,1,1
12823,69900,2015,96000,1968,1,32,1
12824,10500,2008,251986,1896,1,35,1
12825,4372,2000,155799,1781,0,16,-
12826,8800,2008,140000,1198,0,14,1
12827,23500,2009,208000,1390,0,16,1
12828,12900,2003,237500,1781,0,32,2
12829,19900,2008,230000,1896,1,32,1
12830,47900,2015,194000,1598,1,16,1
12831,4700,1997,300000,1896,1,32,2
12832,46900,2012,208000,1968,1,44,1
12833,31800,2002,258000,2461,1,48,2
12834,143900,2020,16000,1498,0,44,-
12835,17500,2005,256484,1896,1,32,-
12836,3550,2002,333000,1896,1,32,-
12837,27500,2010,190000,1598,1,16,1
12838,19999,2007,232000,1896,1,47,1
12839,54990,2013,175484,1968,1,44,0
12840,12000,1991,320000,1781,1,16,-
12841,20500,2009,288000,1390,0,16,1
12842,58000,2015,145849,1395,0,16,1
12843,24900,2001,325219,2500,1,9,-
12844,49950,2012,215200,1968,1,44,1
12845,20800,2010,298000,1968,1,32,0
12846,39900,2014,389444,1998,1,48,1
12847,114900,2019,90000,1984,0,32,1
12848,39900,2013,330000,1968,1,32,1
12849,40000,1997,400000,2461,1,9,-
12850,43000,2005,245000,2460,1,30,-
12851,49999,1958,55555,1200,0,15,-
12852,16900,2008,182700,1390,0,16,0
12853,26700,2010,254000,1390,0,47,1
12854,12900,2004,194272,1595,0,32,1
12855,125900,2018,185250,1984,0,2,-
12856,31000,2011,223100,1968,1,16,1
12857,44444,2014,200000,1395,0,16,1
12858,120000,2018,41800,1984,0,41,1
12859,87000,2017,244100,1984,0,2,0
12860,13700,2007,220000,1390,0,16,-
12861,99000,2019,135000,1984,0,32,1
12862,108000,2017,66282,1968,1,44,2
12863,54900,2015,270000,1968,1,16,0
12864,12900,2008,210000,1198,0,35,2
12865,47600,1991,162000,1984,0,11,-
12866,46500,2013,115000,1968,1,44,0
12867,10900,2002,314000,1896,1,39,2
12868,14300,2006,341500,1896,1,47,1
12869,61900,2018,107000,999,0,16,1
12870,35800,2015,300000,1598,1,47,-
12871,34999,2013,158000,1395,0,16,-
12872,33800,2010,249115,1598,1,47,1
12873,138000,2016,75500,1984,0,44,2
12874,57810,2012,237620,1968,1,48,1
12875,35000,2012,165000,1968,1,16,1
12876,49900,2015,190000,1400,0,16,1
12877,17900,2002,223000,1598,0,29,2
12878,43999,2015,90100,1200,0,4,1
12879,81900,2019,32000,999,0,40,1
12880,4999,2001,386000,1896,1,32,-
12881,5900,2004,277000,1390,0,35,-
12882,48900,2012,275000,1968,1,32,2
12883,15000,2007,303800,1968,1,16,1
12884,40000,2016,217000,1968,1,7,1
12885,10800,2004,283000,1968,1,16,1
12886,54120,2015,210000,1968,1,7,1
12887,35800,2009,246100,1968,1,44,1
12888,69999,2014,236000,1968,1,44,-
12889,10999,2004,326000,1595,1,16,1
12890,16900,2008,438000,1896,1,47,1
12891,29500,2010,196200,1390,0,16,-
12892,5200,2000,194000,1390,0,16,2
12893,38900,2010,205400,1968,1,44,1
12894,117000,2016,181000,1968,1,44,1
12895,56900,2011,160000,1968,1,44,2
12896,14500,2008,284600,1896,1,16,1
12897,27000,2015,162000,999,0,35,1
12898,19900,2009,164580,1598,1,35,1
12899,19900,2007,161579,1390,0,16,2
12900,19990,2008,250000,1968,1,32,2
12901,138800,2021,13710,1984,0,44,-
12902,28500,2011,130500,1390,0,38,0
12903,13500,2007,330000,1896,1,16,1
12904,15000,2007,248116,1390,0,16,1
12905,58000,2010,398000,1896,1,7,-
12906,69900,2017,132000,2967,1,1,1
12907,48900,2015,50162,1197,0,35,2
12908,18900,2008,400000,1968,1,32,1
12909,19000,2007,210500,1968,1,32,2
12910,23100,2007,295800,1896,1,47,-
12911,86100,2018,32500,1798,0,16,1
12912,17800,2006,192350,1598,0,16,1
12913,15800,2005,215000,1595,1,16,1
12914,15300,2006,248941,1390,0,16,1
12915,18900,2007,208817,1390,0,16,1
12916,35900,2013,216000,1968,1,32,1
12917,67500,2017,148968,1968,1,32,0
12918,8499,2003,125000,1984,0,4,-
12919,23900,2007,245000,1968,1,47,2
12920,28888,2009,186600,1968,1,47,2
12921,15900,2006,204980,1968,1,39,0
12922,59900,2020,82552,1968,1,32,-
12923,22500,2011,167130,1598,1,35,1
12924,84900,2019,150000,1498,0,32,2
12925,10500,2013,306000,1598,1,25,-
12926,145500,2022,9500,1498,0,44,1
12927,12600,2008,345247,1896,1,25,0
12928,17900,2009,336100,1968,1,32,1
12929,109900,2018,47500,1798,0,32,1
12930,24900,2010,143000,1198,0,35,2
12931,144900,2019,69920,1984,0,44,1
12932,18000,2005,340000,1968,1,48,-
12933,5000,2001,321437,1896,1,32,-
12934,26999,2007,200265,1968,1,47,2
12935,47900,2017,180000,1598,1,16,1
12936,41500,2014,243500,1968,1,25,2
12937,25800,2010,301000,1968,1,32,1
12938,80500,2019,62000,1498,0,16,1
12939,6400,2003,275824,1896,1,16,-
12940,62900,2017,78100,1395,0,16,1
12941,11500,2004,219700,1896,1,16,1
12942,19900,2006,220000,2480,0,16,-
12943,47500,2016,140713,1598,1,16,1
12944,62900,2015,222000,1968,1,32,-
12945,30900,2015,151000,1422,1,35,1
12946,49900,2017,170028,1598,1,16,1
12947,9999,2005,191000,1198,0,35,1
12948,39900,2014,257000,1968,1,32,1
12949,6900,2005,150000,1198,0,14,1
12950,25500,2006,263000,2460,1,46,1
12951,29500,2009,254385,1390,0,44,1
12952,32900,2021,33000,999,0,35,-
12953,125900,2018,139940,1968,1,44,2
12954,3800,1997,499000,1781,1,32,2
12955,23900,2009,181270,1390,0,16,1
12956,16999,2001,399000,2460,1,48,-
12957,44500,2013,183000,1968,1,32,1
12958,56700,2012,198700,1968,1,44,1
12959,66000,2013,231085,1984,0,16,1
12960,21500,2012,330715,1968,1,16,-
12961,3900,1997,274130,1896,1,16,1
12962,35000,2013,130000,1197,0,35,1
12963,12900,2003,271375,2792,1,39,1
12964,14700,2005,259987,1896,1,47,1
12965,19900,2015,101000,999,0,35,-
12966,10999,2005,269000,1896,1,35,-
12967,9999,2005,170000,1198,0,35,1
12968,17700,2008,288000,1390,0,16,2
12969,95000,2012,130000,1968,1,48,-
12970,66900,2015,166000,1968,1,16,-
12971,69000,2017,140000,1968,1,32,1
12972,38500,2014,294000,1968,1,32,0
12973,25900,2013,398000,1598,1,7,0
12974,59900,2015,201000,1798,0,32,1
12975,29999,2016,105000,999,0,49,1
12976,11900,2007,208000,1198,0,35,1
12977,14900,2004,198000,1896,1,4,2
12978,119900,2017,85800,1984,0,44,1
12979,19900,2005,216479,1968,1,32,-
12980,28600,2009,171000,1968,1,32,2
12981,3000,1988,234700,1272,1,16,-
12982,36900,2013,215000,1598,1,32,1
12983,15900,2010,404000,1598,1,16,-
12984,62730,2018,193000,1968,1,16,0
12985,69900,2015,143000,1968,1,47,-
12986,97170,2019,155000,1968,1,32,2
12987,33000,2010,332000,1968,1,44,1
12988,20200,2011,51263,1199,1,35,1
12989,73800,2015,204000,1984,0,32,-
12990,127000,2019,21000,1984,0,16,-
12991,17220,2007,303408,1896,1,7,2
12992,9900,2005,180008,1198,0,35,2
12993,9500,2003,296175,1598,0,47,0
12994,26900,2009,235000,1968,1,16,2
12995,19000,2009,342000,1968,1,32,1
12996,23000,2010,77908,1198,0,35,1
12997,35800,2011,185184,1390,0,47,1
12998,122555,2020,13400,1984,0,2,0
12999,29999,2013,188000,1390,1,47,-
13000,23900,2010,291000,1598,1,35,1
13001,22900,2009,193000,1390,0,16,1
13002,120000,2021,25800,1498,0,41,1
13003,69900,2018,135500,1395,0,32,1
13004,69700,2015,179800,1798,0,32,1
13005,17000,2010,332000,1968,1,32,0
13006,16000,1999,360000,2461,1,48,2
13007,4400,1998,213228,1595,0,32,0
13008,69500,2014,102000,1984,0,16,1
13009,73000,2015,182000,1968,1,32,2
13010,28500,2012,313000,1598,1,32,1
13011,49600,2014,178500,1598,1,47,2
13012,149950,2018,114000,1984,0,2,2
13013,94000,2018,47000,1498,0,41,0
13014,65000,2006,190000,3189,0,16,2
13015,24500,2009,260000,1968,1,16,2
13016,16999,2011,193131,1197,0,16,-
13017,83900,2020,26915,1968,1,32,-
13018,2800,1997,230000,1781,0,16,-
13019,21100,2009,276700,1968,1,32,1
13020,77999,2017,63000,1798,0,32,0
13021,10900,2008,459078,1896,1,32,-
13022,64999,2015,187000,1968,1,10,1
13023,24400,2012,114000,1197,0,35,-
13024,21999,2009,270000,1968,1,16,2
13025,12200,2002,190020,1595,0,32,-
13026,6500,2003,416000,1896,1,32,0
13027,42900,2012,125631,1390,0,47,1
13028,12300,2005,187452,1198,0,35,-
13029,63000,2017,115900,1968,1,16,1
13030,79990,2017,123331,1781,0,16,-
13031,84900,2019,136800,1498,0,32,1
13032,36500,2017,59707,999,0,49,1
13033,24990,2009,223114,1390,0,47,1
13034,30999,2007,259410,1984,0,16,1
13035,175000,2021,21666,3597,0,3,-
13036,57800,2016,186656,1797,0,25,-
13037,9700,2006,182478,1198,0,35,0
13038,124999,2021,15000,1984,0,44,-
13039,41999,2012,170000,1390,0,47,1
13040,77999,2016,135000,1984,0,16,1
13041,85500,2018,134184,1395,0,44,1
13042,43900,2014,198000,1968,1,16,0
13043,5900,1999,193000,1984,0,4,1
13044,39900,2013,346856,1968,1,32,1
13045,8500,2009,420000,1968,1,32,-
13046,98000,2017,197000,1968,1,48,1
13047,13000,2005,290000,1984,0,32,-
13048,21000,2009,261100,1896,1,47,1
13049,15900,2007,258136,1896,1,16,1
13050,6800,2002,166193,1422,1,35,-
13051,34979,2013,91107,1968,1,32,-
13052,28990,2011,223000,1390,0,47,1
13053,29900,2017,112000,1422,1,35,-
13054,23900,1961,6150,1200,0,15,-
13055,229000,2022,5000,1984,0,44,2
13056,16900,2008,225000,1968,1,16,0
13057,22500,2012,286000,1968,1,47,-
13058,23500,2007,159163,1595,0,47,1
13059,65500,2018,83000,999,0,16,1
13060,89900,2016,132000,1968,1,44,1
13061,39900,2014,241764,1968,1,32,1
13062,10900,2007,155449,1198,0,35,1
13063,5900,1999,270000,1896,1,5,1
13064,34900,2009,250000,1968,1,44,1
13065,33333,2011,231500,1968,1,32,1
13066,51999,2010,135164,1968,1,16,-
13067,117000,2020,29900,1984,0,44,-
13068,17900,2005,120500,1598,0,16,-
13069,8500,2005,346710,1968,1,47,-
13070,129700,2018,152324,1968,1,2,1
13071,229900,2022,3200,1968,1,44,1
13072,26999,2010,166000,1395,0,16,1
13073,22900,2010,145000,1968,1,25,-
13074,87900,2019,89000,1498,0,32,1
13075,19900,2008,322550,1984,1,32,2
13076,65999,2009,310000,1968,1,9,-
13077,13900,2008,216569,1422,1,35,2
13078,15100,2009,278000,1896,1,16,0
13079,27900,2011,233000,1598,1,16,1
13080,69900,2018,33278,999,0,35,1
13081,19900,2007,226000,1968,1,47,1
13082,28000,2006,230760,3600,0,46,1
13083,21900,2009,229000,1598,1,16,1
13084,51000,2013,120400,1984,0,32,2
13085,71000,2005,179920,2461,1,30,-
13086,35600,2011,218000,1968,1,32,1
13087,5500,2002,211025,1984,0,32,-
13088,5500,1999,253000,1390,0,16,-
13089,17900,2008,397000,1968,1,32,1
13090,21600,2008,211000,1595,0,16,2
13091,9500,2006,425000,1896,1,32,2
13092,63900,2017,104321,1395,0,4,1
13093,38500,2012,252000,1598,1,32,2
13094,75900,2018,80000,1395,0,16,1
13095,89900,2018,115200,1968,1,32,1
13096,26900,2009,240000,1968,1,16,2
13097,23900,2010,169898,1198,0,35,2
13098,16600,2006,210568,1595,0,25,1
13099,74900,2017,115000,1968,1,32,1
13100,42900,2018,110000,1968,1,16,-
13101,54900,2013,177000,1984,0,10,2
13102,5500,1994,149000,1781,0,16,-
13103,11499,2007,202000,1595,0,25,-
13104,49900,2017,239873,1968,1,16,0
13105,36200,2012,195000,2500,0,4,1
13106,44500,2014,148000,1390,0,35,1
13107,180000,2017,146500,1968,1,30,1
13108,8700,2004,238000,1595,0,16,-
13109,7500,2007,170497,1198,0,35,-
13110,5500,2006,364000,1968,1,32,-
13111,62900,2019,108000,1598,1,16,1
13112,113899,2020,70500,1395,1,16,-
13113,19900,2008,257000,1984,1,7,1
13114,31500,2015,327465,1598,1,16,-
13115,45900,2017,101800,999,0,16,0
13116,16900,2004,161000,1598,0,16,-
13117,71900,2017,127000,1798,0,32,1
13118,38999,2017,162000,1598,1,16,1
13119,-,2010,260000,4134,1,46,-
13120,49200,2015,186000,1968,1,16,1
13121,15899,2005,215000,1595,0,25,1
13122,28880,2010,149800,1390,0,16,1
13123,149900,2014,101900,1963,1,30,2
13124,35900,2014,120000,1797,0,25,0
13125,91000,2019,56000,1968,1,32,0
13126,88000,2019,54000,1498,0,16,1
13127,33999,2011,179000,1390,0,47,1
13128,32900,2009,230000,1400,0,38,2
13129,9900,2005,291000,1595,1,16,0
13130,179000,2017,83121,1968,1,30,1
13131,35000,2012,270000,1963,1,7,-
13132,25200,2010,257000,1390,0,16,1
13133,38500,2011,254455,1968,1,44,0
13134,66420,2015,190000,1798,0,32,1
13135,13800,2006,413550,1968,1,32,2
13136,22900,2009,280000,1390,0,47,1
13137,29900,2008,244390,1968,1,47,2
13138,31500,2015,192494,1598,1,32,-
13139,36800,2009,237658,1968,1,44,1
13140,103900,2019,65695,1498,0,44,1
13141,18500,2008,373618,1896,1,47,1
13142,65900,2016,71500,1395,0,16,1
13143,48900,2015,187614,1968,1,16,1
13144,28290,2011,298019,1548,1,7,1
13145,39900,2013,245192,1598,1,47,1
13146,97000,2019,108739,1968,1,47,1
13147,49500,2018,216000,1598,1,16,1
13148,76500,2016,188521,1968,1,32,1
13149,48900,2014,122500,1984,0,10,1
13150,16600,2008,239000,1896,1,16,1
13151,195570,2020,78500,1968,1,48,2
13152,13700,1984,235000,1781,0,38,-
13153,149900,2022,1,1498,0,41,-
13154,34000,2004,223812,5998,0,34,-
13155,33700,2011,230000,1390,0,47,2
13156,48500,2015,139617,1395,0,16,0
13157,49900,2012,257000,2000,1,44,1
13158,4200,1999,231000,1896,1,16,0
13159,22900,2009,274663,1968,1,16,1
13160,32900,2012,214000,1600,1,16,1
13161,79900,2018,171000,1968,1,32,0
13162,187900,2023,1,1498,0,44,-
13163,15300,2011,147000,1598,1,16,-
13164,65900,2015,149750,1968,1,32,1
13165,97000,2016,119000,1968,1,32,2
13166,15900,2008,332000,1896,1,32,1
13167,8490,2005,229000,1598,0,16,-
13168,19900,2011,215000,1199,1,35,1
13169,17500,2013,116586,1598,1,35,-
13170,86500,2014,362000,1968,1,30,1
13171,4500,2000,242336,1896,1,39,-
13172,25900,2009,235064,1598,1,16,1
13173,43900,2012,165000,1968,1,38,1
13174,73800,2016,184500,1798,0,32,1
13175,128500,2022,1,1498,0,41,-
13176,4950,1999,308000,1984,0,4,0
13177,41500,2013,180000,1968,1,32,1
13178,8500,2005,345000,1896,1,32,1
13179,33900,2012,177000,1600,1,16,1
13180,37900,2013,199000,1968,1,32,1
13181,19999,2010,332298,1968,1,32,-
13182,74415,2017,205000,1968,1,32,1
13183,87900,2018,65000,1984,0,16,1
13184,88999,2018,179960,1968,1,16,1
13185,119500,2020,52000,1498,0,41,1
13186,22500,2002,511000,2461,1,9,-
13187,23900,2011,223000,1390,0,16,0
13188,29800,2012,190000,1598,1,16,1
13189,67600,1998,234700,2461,1,9,-
13190,39999,2016,46000,999,0,35,-
13191,19600,2012,321682,1598,1,16,-
13192,23900,2012,171760,1598,1,47,-
13193,43900,2014,167625,1968,1,32,1
13194,64900,2016,186000,1968,1,32,1
13195,37500,2011,169000,1798,0,32,1
13196,121900,2017,75000,1968,1,44,-
13197,9999,2008,216000,1896,1,16,-
13198,18900,2007,179000,1595,0,16,1
13199,51900,2013,120420,1968,1,47,2
13200,38900,2010,216784,2967,1,34,1
13201,12900,2006,193000,1390,0,16,-
13202,17899,2007,290200,1896,1,47,1
13203,22700,2012,92686,999,0,49,1
13204,54000,2012,263000,1968,1,39,2
13205,14000,2011,168000,1198,0,35,-
13206,83000,2020,28000,999,0,40,-
13207,14000,2011,168000,1198,0,14,-
13208,53300,2015,270000,1968,1,32,0
13209,43900,2010,191475,1968,1,47,-
13210,49900,2015,142955,1598,1,16,1
13211,43900,2015,215500,1968,1,16,1
13212,38500,2010,199800,1968,1,38,2
13213,32999,2012,177000,1968,1,16,1
13214,38700,2010,214000,1968,1,44,1
13215,98400,2015,243079,1968,1,1,2
13216,44900,2013,157100,1395,0,16,1
13217,30000,1986,2,1570,1,48,-
13218,46500,2011,211000,1968,1,44,1
13219,14900,2005,198000,1896,1,16,1
13220,18800,2006,223000,1984,0,13,1
13221,68900,2012,288000,2967,1,46,-
13222,28888,2010,150000,1390,0,16,-
13223,39999,2015,230000,1395,1,16,-
13224,38950,2014,322000,1598,1,16,1
13225,21000,2017,207000,1422,1,35,-
13226,11500,2008,114000,1198,0,35,-
13227,18900,2006,193000,1896,1,47,2
13228,15900,2005,225000,1896,1,47,2
13229,36500,2004,205000,2461,1,30,-
13230,32900,2010,123389,1390,0,-,-
13231,26900,2009,271500,1896,1,7,2
13232,48900,2016,164403,1598,1,16,1
13233,18990,2007,260000,1968,1,32,1
13234,10900,1991,43800,1043,0,14,-
13235,47900,2013,128000,1390,0,44,1
13236,78800,2020,125510,999,0,16,1
13237,38000,2012,196400,1968,1,32,1
13238,39900,2009,250000,1968,1,44,1
13239,15900,2007,220000,1984,0,32,1
13240,5900,2001,374000,1896,1,32,1
13241,4900,2003,197000,1896,1,39,-
13242,11900,2007,246824,1198,0,35,1
13243,59900,2015,223981,1968,1,47,2
13244,35999,2018,51162,999,0,49,1
13245,6900,1999,216000,1595,0,16,-
13246,47000,2020,28000,999,0,49,1
13247,10000,2006,188000,1198,0,35,1
13248,10000,2006,188000,1198,0,14,-
13249,18900,2006,225000,1896,1,4,1
13250,13500,2008,258500,1390,0,16,0
13251,22800,2008,209500,1968,1,32,2
13252,21000,2009,288300,1968,1,32,1
13253,55227,2016,148901,1395,0,16,1
13254,66900,2018,57948,1598,1,16,1
13255,31900,2008,302000,1968,1,44,1
13256,62400,2016,142078,1598,1,16,-
13257,179900,2019,42500,1968,1,44,1
13258,137900,2017,118000,1968,1,30,0
13259,39900,2014,170000,1390,0,25,1
13260,8500,2001,122862,1390,0,35,-
13261,57500,2016,162000,1968,1,44,1
13262,51900,2016,106000,1197,0,16,1
13263,23000,2002,290000,2500,1,48,1
13264,26900,2013,95450,1598,1,35,1
13265,29500,2014,113500,999,0,35,1
13266,4999,1999,221000,1595,0,5,-
13267,66900,2014,202200,1968,1,44,2
13268,62000,2009,169500,1968,1,48,-
13269,16900,2009,183000,1198,0,35,1
13270,74907,2017,80152,1984,0,44,-
13271,51900,2015,87219,1598,1,16,1
13272,32700,2012,423000,1968,1,7,1
13273,93200,2017,229441,1968,1,48,0
13274,41000,2018,225800,1598,1,16,-
13275,12000,2006,454550,1896,1,32,1
13276,24900,2009,119000,1198,1,35,-
13277,129900,2020,91300,1498,0,44,2
13278,10500,2013,306000,1598,1,25,-
13279,42000,2004,334700,2461,1,30,-
13280,11900,2006,198000,1198,0,35,1
13281,10400,2003,236000,1984,0,32,1
13282,38000,2014,224500,1968,1,16,1
13283,13000,2008,188000,1198,0,35,0
13284,39500,2013,178000,1600,1,16,1
13285,1999,1999,189521,999,0,29,-
13286,14900,2008,195258,1390,0,35,1
13287,22999,2012,153000,999,0,49,1
13288,6900,1998,355000,2771,1,32,1
13289,57900,2015,104292,1395,0,16,1
13290,7500,2003,501705,1896,1,39,1
13291,39900,2019,51885,999,0,49,1
13292,41500,2012,105000,1598,1,4,2
13293,13500,2009,77000,1198,0,35,1
13294,34900,2011,264578,1968,1,38,1
13295,14000,2007,334000,1968,1,32,1
13296,23900,2009,155000,1390,0,16,2
13297,59000,2014,184000,1968,1,10,1
13298,15900,2008,282000,1896,1,32,1
13299,48000,2017,150000,1968,1,7,-
13300,78500,2016,81500,1984,0,10,2
13301,28900,2018,62000,999,0,49,-
13302,37900,2010,156000,1390,0,44,1
13303,78900,2013,212457,1988,1,48,-
13304,71900,2018,213869,1968,1,32,1
13305,38999,2013,149000,1390,0,38,1
13306,11500,2002,358260,1781,1,32,2
13307,63900,2017,75500,1984,0,16,-
13308,76900,2018,121000,1598,1,47,1
13309,77000,2017,83072,1395,0,16,1
13310,14900,2003,225000,1896,1,32,-
13311,93900,2017,189000,1984,0,32,1
13312,54900,2015,181000,1798,0,32,-
13313,65000,2014,108000,1984,0,10,2
13314,12300,2003,380000,1896,1,32,-
13315,26400,2010,151235,1390,0,16,-
13316,12500,2004,297000,1896,1,47,2
13317,32400,2015,90423,999,0,49,1
13318,7950,2007,254000,1422,1,35,-
13319,79900,2015,145000,1968,1,32,2
13320,15000,2007,300000,1598,0,16,0
13321,32800,2009,170000,1390,0,44,1
13322,28900,2011,254215,1968,1,32,0
13323,57900,2012,213000,1984,0,44,2
13324,6900,2014,86200,999,0,49,-
13325,107900,2017,93000,1984,0,16,1
13326,17900,2008,196230,1390,0,16,1
13327,9500,2005,122000,1198,0,14,2
13328,34900,2007,361000,2967,1,46,2
13329,22999,2010,189267,1984,1,7,1
13330,109900,2015,167600,1968,1,9,2
13331,16900,2008,175000,1390,0,16,2
13332,41900,2017,144500,1395,0,16,-
13333,59900,2017,84000,1395,0,16,0
13334,70000,2017,146454,1968,1,32,1
13335,29900,2010,277000,1896,1,7,1
13336,99000,2017,206000,1968,1,2,1
13337,79900,2015,187320,1968,1,32,1
13338,19900,2005,272321,4921,1,46,1
13339,39400,2012,300000,1968,1,32,1
13340,9900,1998,181000,1595,0,16,1
13341,26900,2011,167890,1197,0,16,1
13342,7300,2007,248000,1422,1,35,0
13343,72000,2016,263000,1968,1,32,1
13344,25400,2009,240000,1968,1,47,1
13345,23600,2007,175191,1595,0,47,1
13346,109950,2019,306000,1968,1,9,-
13347,129900,2020,65100,1968,1,7,-
13348,4500,2002,290000,1896,1,16,-
13349,15900,2004,189000,1390,0,16,-
13350,79800,2017,196722,1968,1,44,1
13351,45800,2016,189581,1598,1,16,1
13352,49800,2012,176685,1968,1,32,-
13353,16400,2008,225000,1896,1,16,1
13354,91000,2017,58238,1395,0,44,1
13355,31900,2010,266000,1598,1,47,1
13356,50900,2011,44900,1390,0,44,2
13357,52900,2015,168229,1968,1,44,0
13358,29900,2014,112900,1422,1,35,1
13359,11999,2007,160000,1198,0,35,1
13360,24900,2008,269352,1896,1,7,1
13361,49950,2018,153000,1598,1,16,1
13362,133000,2016,225238,1968,1,9,2
13363,72800,2019,137067,1968,1,16,1
13364,26500,2010,180000,1197,0,16,1
13365,7500,2005,200000,1198,1,35,-
13366,8300,1999,242000,1595,0,16,1
13367,89000,2019,103500,1968,1,32,1
13368,44900,2015,290000,1968,1,47,1
13369,114900,2019,52020,1498,0,41,1
13370,59810,2015,187000,1968,1,48,1
13371,4900,2001,146000,999,0,35,2
13372,20900,2010,277000,1968,1,32,0
13373,26850,2009,189250,1390,0,16,2
13374,96000,2018,66950,1395,0,44,1
13375,25850,2008,218250,1595,0,47,1
13376,57900,2013,157000,1968,1,39,1
13377,23850,2007,220250,1896,1,47,-
13378,41500,2015,200000,1598,1,16,1
13379,59850,2016,189250,1598,1,32,1
13380,46500,2011,202000,1968,1,44,1
13381,53900,2013,228000,1968,1,10,1
13382,56800,2011,144000,1968,1,44,1
13383,18900,2012,116000,999,0,49,1
13384,11900,2005,205000,1598,0,47,0
13385,5900,1998,306505,1896,1,16,-
13386,45900,2015,101092,1598,1,16,1
13387,36777,2009,193400,1968,1,44,1
13388,37900,2007,230000,4163,0,46,1
13389,5999,2001,196554,1390,0,35,2
13390,6999,2000,168000,1390,0,16,-
13391,25900,2010,220000,1390,0,47,1
13392,74900,2018,59000,1798,0,16,1
13393,31900,2009,105000,1390,0,47,2
13394,14900,2005,260000,1896,1,5,-
13395,3300,1999,266898,1390,0,16,-
13396,22500,2011,171000,1197,0,16,1
13397,19000,2010,218900,1598,1,25,-
13398,10900,2006,323000,1896,1,16,-
13399,68900,2015,263000,1968,1,39,1
13400,30000,2011,240000,1598,1,7,0
13401,58000,2013,282000,1968,1,39,2
13402,47000,2013,162000,1390,0,44,1
13403,23500,2008,228000,1896,1,47,2
13404,96900,2017,133000,1968,1,44,1
13405,43990,2011,107000,1968,1,47,-
13406,2900,1998,320000,1896,1,4,-
13407,20000,2007,241267,1968,1,32,-
13408,5555,2007,400000,1968,1,47,-
13409,12900,2007,230000,1896,1,4,-
13410,66000,2014,176800,3597,0,46,0
13411,23700,2008,261258,1896,1,7,1
13412,29999,2010,199871,1900,1,7,1
13413,28900,2009,196000,1390,0,38,2
13414,13900,2004,153000,1390,0,16,-
13415,21900,2012,141000,1200,0,35,1
13416,36700,2008,191000,1968,1,44,1
13417,22900,2011,220000,1199,1,35,2
13418,61900,2014,170000,1968,1,16,1
13419,38500,2013,180222,1598,1,47,1
13420,159899,2016,124502,2967,1,46,2
13421,63900,2019,93459,1498,0,16,1
13422,80900,2016,157000,1984,0,32,-
13423,74999,2020,150000,1968,1,32,-
13424,14900,2007,244000,1968,1,32,-
13425,11900,2006,326384,1896,1,16,0
13426,21500,2009,353000,1968,1,47,1
13427,69900,2005,151000,2461,1,9,-
13428,5500,2000,260000,1422,1,35,-
13429,34999,2011,276800,1968,1,32,1
13430,14900,2007,274000,1968,1,32,1
13431,37500,2011,268092,1968,1,47,2
13432,29900,2011,194742,1390,0,47,0
13433,17300,2007,285000,1896,1,16,1
13434,22500,2011,152000,1198,0,35,1
13435,22900,2011,164000,1198,0,35,1
13436,7300,2008,187000,1598,0,7,-
13437,77400,2017,154800,1598,1,47,1
13438,13700,2007,225000,1390,0,16,0
13439,42000,2012,85000,1390,0,35,-
13440,66999,2021,45000,1968,1,47,-
13441,91900,2018,198400,1968,1,44,1
13442,39950,2011,280000,1968,1,44,1
13443,59900,2019,204000,1968,1,16,-
13444,29999,2010,199871,1900,1,7,1
13445,13900,2004,153000,1390,0,16,-
13446,28900,2009,196000,1390,0,38,2
13447,36700,2008,191000,1968,1,44,1
13448,21900,2012,141000,1200,0,35,1
13449,22900,2011,220000,1199,1,35,2
13450,61900,2014,170000,1968,1,16,1
13451,38500,2013,180222,1598,1,47,1
13452,159899,2016,124502,2967,1,46,2
13453,63900,2019,93459,1498,0,16,1
13454,80900,2016,157000,1984,0,32,-
13455,74999,2020,150000,1968,1,32,-
13456,14900,2007,244000,1968,1,32,-
13457,11900,2006,326384,1896,1,16,0
13458,21500,2009,353000,1968,1,47,1
13459,69900,2005,151000,2461,1,9,-
13460,5500,2000,260000,1422,1,35,-
13461,34999,2011,276800,1968,1,32,1
13462,14900,2007,274000,1968,1,32,1
13463,37500,2011,268092,1968,1,47,2
13464,29900,2011,194742,1390,0,47,0
13465,17300,2007,285000,1896,1,16,1
13466,22500,2011,152000,1198,0,35,1
13467,22900,2011,164000,1198,0,35,1
13468,7300,2008,187000,1598,0,7,-
13469,77400,2017,154800,1598,1,47,1
13470,13700,2007,225000,1390,0,16,0
13471,42000,2012,85000,1390,0,35,-
13472,66999,2021,45000,1968,1,47,-
13473,91900,2018,198400,1968,1,44,1
13474,39950,2011,280000,1968,1,44,1
13475,59900,2019,204000,1968,1,16,-
13476,29999,2010,199871,1900,1,7,1
13477,13900,2004,153000,1390,0,16,-
13478,28900,2009,196000,1390,0,38,2
13479,36700,2008,191000,1968,1,44,1
13480,21900,2012,141000,1200,0,35,1
13481,22900,2011,220000,1199,1,35,2
13482,61900,2014,170000,1968,1,16,1
13483,38500,2013,180222,1598,1,47,1
13484,159899,2016,124502,2967,1,46,2
13485,63900,2019,93459,1498,0,16,1
13486,80900,2016,157000,1984,0,32,-
